 Reac Temp = 121.21  Stripper Lev =  57.16  Stripper Underflow =  23.18
 Reac Temp = 121.25  Stripper Lev =  56.51  Stripper Underflow =  21.81
 Reac Temp = 121.25  Stripper Lev =  58.41  Stripper Underflow =  25.56
 Reac Temp = 121.26  Stripper Lev =  57.31  Stripper Underflow =  23.31
 Reac Temp = 121.27  Stripper Lev =  58.92  Stripper Underflow =  26.51
 Reac Temp = 121.29  Stripper Lev =  56.74  Stripper Underflow =  22.08
 Reac Temp = 121.29  Stripper Lev =  57.50  Stripper Underflow =  23.56
 Reac Temp = 121.31  Stripper Lev =  56.72  Stripper Underflow =  21.95
 Reac Temp = 121.31  Stripper Lev =  59.19  Stripper Underflow =  26.83
 Reac Temp = 121.34  Stripper Lev =  57.43  Stripper Underflow =  23.27
 Reac Temp = 121.36  Stripper Lev =  59.27  Stripper Underflow =  26.92
 Reac Temp = 121.38  Stripper Lev =  57.28  Stripper Underflow =  22.88
 Reac Temp = 121.38  Stripper Lev =  60.30  Stripper Underflow =  28.89
 Reac Temp = 121.39  Stripper Lev =  58.94  Stripper Underflow =  26.12
 Reac Temp = 121.42  Stripper Lev =  59.06  Stripper Underflow =  26.33
 Reac Temp = 121.41  Stripper Lev =  61.31  Stripper Underflow =  30.81
 Reac Temp = 121.43  Stripper Lev =  60.60  Stripper Underflow =  29.35
 Reac Temp = 121.45  Stripper Lev =  58.58  Stripper Underflow =  25.28
 Reac Temp = 121.45  Stripper Lev =  59.20  Stripper Underflow =  26.48
 Reac Temp = 121.48  Stripper Lev =  57.16  Stripper Underflow =  22.33
 Reac Temp = 121.50  Stripper Lev =  58.42  Stripper Underflow =  24.81
 Reac Temp = 121.51  Stripper Lev =  59.71  Stripper Underflow =  27.36
 Reac Temp = 121.53  Stripper Lev =  60.04  Stripper Underflow =  27.99
 Reac Temp = 121.54  Stripper Lev =  58.17  Stripper Underflow =  24.20
 Reac Temp = 121.53  Stripper Lev =  58.12  Stripper Underflow =  24.06
 Reac Temp = 121.56  Stripper Lev =  59.70  Stripper Underflow =  27.17
 Reac Temp = 121.55  Stripper Lev =  59.95  Stripper Underflow =  27.64
 Reac Temp = 121.58  Stripper Lev =  59.71  Stripper Underflow =  27.13
 Reac Temp = 121.60  Stripper Lev =  59.06  Stripper Underflow =  25.80
 Reac Temp = 121.61  Stripper Lev =  60.87  Stripper Underflow =  29.38
 Reac Temp = 121.64  Stripper Lev =  60.25  Stripper Underflow =  28.12
 Reac Temp = 121.67  Stripper Lev =  61.10  Stripper Underflow =  29.79
 Reac Temp = 121.66  Stripper Lev =  59.57  Stripper Underflow =  26.68
 Reac Temp = 121.68  Stripper Lev =  57.57  Stripper Underflow =  22.64
 Reac Temp = 121.70  Stripper Lev =  60.29  Stripper Underflow =  28.05
 Reac Temp = 121.71  Stripper Lev =  59.69  Stripper Underflow =  26.81
 Reac Temp = 121.72  Stripper Lev =  60.98  Stripper Underflow =  29.36
 Reac Temp = 121.73  Stripper Lev =  60.14  Stripper Underflow =  27.65
 Reac Temp = 121.75  Stripper Lev =  60.42  Stripper Underflow =  28.18
 Reac Temp = 121.77  Stripper Lev =  59.83  Stripper Underflow =  26.97
 Reac Temp = 121.78  Stripper Lev =  60.65  Stripper Underflow =  28.58
 Reac Temp = 121.80  Stripper Lev =  59.93  Stripper Underflow =  27.10
 Reac Temp = 121.82  Stripper Lev =  60.97  Stripper Underflow =  29.16
 Reac Temp = 121.82  Stripper Lev =  58.85  Stripper Underflow =  24.89
 Reac Temp = 121.83  Stripper Lev =  58.92  Stripper Underflow =  24.98
 Reac Temp = 121.85  Stripper Lev =  62.28  Stripper Underflow =  31.67
 Reac Temp = 121.87  Stripper Lev =  60.30  Stripper Underflow =  27.68
 Reac Temp = 121.89  Stripper Lev =  62.12  Stripper Underflow =  31.30
 Reac Temp = 121.90  Stripper Lev =  61.14  Stripper Underflow =  29.32
 Reac Temp = 121.94  Stripper Lev =  63.54  Stripper Underflow =  34.11
 Reac Temp = 121.95  Stripper Lev =  61.74  Stripper Underflow =  30.49
 Reac Temp = 121.95  Stripper Lev =  60.95  Stripper Underflow =  28.89
 Reac Temp = 121.97  Stripper Lev =  59.64  Stripper Underflow =  26.22
 Reac Temp = 121.99  Stripper Lev =  60.03  Stripper Underflow =  26.97
 Reac Temp = 122.00  Stripper Lev =  61.63  Stripper Underflow =  30.14
 Reac Temp = 122.02  Stripper Lev =  61.69  Stripper Underflow =  30.26
 Reac Temp = 122.04  Stripper Lev =  59.76  Stripper Underflow =  26.36
 Reac Temp = 122.05  Stripper Lev =  62.12  Stripper Underflow =  31.05
 Reac Temp = 122.04  Stripper Lev =  60.32  Stripper Underflow =  27.44
 Reac Temp = 122.07  Stripper Lev =  62.71  Stripper Underflow =  32.19
 Reac Temp = 122.08  Stripper Lev =  61.87  Stripper Underflow =  30.48
 Reac Temp = 122.11  Stripper Lev =  62.15  Stripper Underflow =  31.02
 Reac Temp = 122.13  Stripper Lev =  61.17  Stripper Underflow =  29.05
 Reac Temp = 122.13  Stripper Lev =  62.34  Stripper Underflow =  31.36
 Reac Temp = 122.15  Stripper Lev =  62.29  Stripper Underflow =  31.25
 Reac Temp = 122.18  Stripper Lev =  63.45  Stripper Underflow =  33.56
 Reac Temp = 122.20  Stripper Lev =  61.51  Stripper Underflow =  29.65
 Reac Temp = 122.20  Stripper Lev =  60.91  Stripper Underflow =  28.42
 Reac Temp = 122.22  Stripper Lev =  63.37  Stripper Underflow =  33.33
 Reac Temp = 122.25  Stripper Lev =  62.37  Stripper Underflow =  31.32
 Reac Temp = 122.26  Stripper Lev =  62.67  Stripper Underflow =  31.90
 Reac Temp = 122.26  Stripper Lev =  63.77  Stripper Underflow =  34.09
 Reac Temp = 122.28  Stripper Lev =  61.45  Stripper Underflow =  29.43
 Reac Temp = 122.30  Stripper Lev =  61.26  Stripper Underflow =  29.03
 Reac Temp = 122.31  Stripper Lev =  61.00  Stripper Underflow =  28.49
 Reac Temp = 122.34  Stripper Lev =  62.26  Stripper Underflow =  30.99
 Reac Temp = 122.34  Stripper Lev =  62.88  Stripper Underflow =  32.21
 Reac Temp = 122.35  Stripper Lev =  63.46  Stripper Underflow =  33.36
 Reac Temp = 122.37  Stripper Lev =  59.87  Stripper Underflow =  26.15
 Reac Temp = 122.40  Stripper Lev =  63.76  Stripper Underflow =  33.91
 Reac Temp = 122.42  Stripper Lev =  63.01  Stripper Underflow =  32.41
 Reac Temp = 122.44  Stripper Lev =  62.32  Stripper Underflow =  31.01
 Reac Temp = 122.45  Stripper Lev =  63.61  Stripper Underflow =  33.57
 Reac Temp = 122.47  Stripper Lev =  63.57  Stripper Underflow =  33.49
 Reac Temp = 122.48  Stripper Lev =  63.19  Stripper Underflow =  32.71
 Reac Temp = 122.51  Stripper Lev =  60.18  Stripper Underflow =  26.66
 Reac Temp = 122.51  Stripper Lev =  62.55  Stripper Underflow =  31.38
 Reac Temp = 122.53  Stripper Lev =  64.05  Stripper Underflow =  34.39
 Reac Temp = 122.54  Stripper Lev =  63.74  Stripper Underflow =  33.74
 Reac Temp = 122.57  Stripper Lev =  62.38  Stripper Underflow =  31.01
 Reac Temp = 122.58  Stripper Lev =  64.04  Stripper Underflow =  34.34
 Reac Temp = 122.60  Stripper Lev =  65.56  Stripper Underflow =  37.37
 Reac Temp = 122.62  Stripper Lev =  63.01  Stripper Underflow =  32.26
 Reac Temp = 122.65  Stripper Lev =  62.26  Stripper Underflow =  30.74
 Reac Temp = 122.64  Stripper Lev =  64.43  Stripper Underflow =  35.08
 Reac Temp = 122.68  Stripper Lev =  63.41  Stripper Underflow =  33.02
 Reac Temp = 122.69  Stripper Lev =  62.35  Stripper Underflow =  30.88
 Reac Temp = 122.70  Stripper Lev =  63.17  Stripper Underflow =  32.51
 Reac Temp = 122.71  Stripper Lev =  63.05  Stripper Underflow =  32.27
 Reac Temp = 122.74  Stripper Lev =  62.96  Stripper Underflow =  32.07
 Reac Temp = 122.76  Stripper Lev =  62.10  Stripper Underflow =  30.33
 Reac Temp = 122.76  Stripper Lev =  64.45  Stripper Underflow =  35.03
 Reac Temp = 122.79  Stripper Lev =  62.27  Stripper Underflow =  30.65
 Reac Temp = 122.80  Stripper Lev =  63.57  Stripper Underflow =  33.23
 Reac Temp = 122.86  Stripper Lev =  61.62  Stripper Underflow =  29.31
 Reac Temp = 122.83  Stripper Lev =  62.46  Stripper Underflow =  30.99
 Reac Temp = 122.84  Stripper Lev =  63.42  Stripper Underflow =  32.89
 Reac Temp = 122.89  Stripper Lev =  64.57  Stripper Underflow =  35.18
 Reac Temp = 122.89  Stripper Lev =  62.24  Stripper Underflow =  30.51
 Reac Temp = 122.91  Stripper Lev =  62.55  Stripper Underflow =  31.10
 Reac Temp = 122.93  Stripper Lev =  62.86  Stripper Underflow =  31.71
 Reac Temp = 122.94  Stripper Lev =  63.31  Stripper Underflow =  32.61
 Reac Temp = 122.98  Stripper Lev =  61.31  Stripper Underflow =  28.59
 Reac Temp = 122.99  Stripper Lev =  64.03  Stripper Underflow =  34.02
 Reac Temp = 123.00  Stripper Lev =  63.91  Stripper Underflow =  33.76
 Reac Temp = 123.03  Stripper Lev =  63.14  Stripper Underflow =  32.21
 Reac Temp = 123.04  Stripper Lev =  64.18  Stripper Underflow =  34.29
 Reac Temp = 123.06  Stripper Lev =  65.28  Stripper Underflow =  36.49
 Reac Temp = 123.06  Stripper Lev =  66.92  Stripper Underflow =  39.79
 Reac Temp = 123.07  Stripper Lev =  63.38  Stripper Underflow =  32.69
 Reac Temp = 123.11  Stripper Lev =  64.17  Stripper Underflow =  34.28
 Reac Temp = 123.12  Stripper Lev =  62.60  Stripper Underflow =  31.11
 Reac Temp = 123.17  Stripper Lev =  63.22  Stripper Underflow =  32.35
 Reac Temp = 123.17  Stripper Lev =  66.37  Stripper Underflow =  38.64
 Reac Temp = 123.19  Stripper Lev =  62.63  Stripper Underflow =  31.14
 Reac Temp = 123.21  Stripper Lev =  65.35  Stripper Underflow =  36.60
 Reac Temp = 123.23  Stripper Lev =  64.17  Stripper Underflow =  34.23
 Reac Temp = 123.25  Stripper Lev =  64.47  Stripper Underflow =  34.83
 Reac Temp = 123.24  Stripper Lev =  64.90  Stripper Underflow =  35.69
 Reac Temp = 123.27  Stripper Lev =  64.89  Stripper Underflow =  35.66
 Reac Temp = 123.29  Stripper Lev =  66.11  Stripper Underflow =  38.11
 Reac Temp = 123.32  Stripper Lev =  65.02  Stripper Underflow =  35.94
 Reac Temp = 123.33  Stripper Lev =  66.34  Stripper Underflow =  38.58
 Reac Temp = 123.36  Stripper Lev =  66.54  Stripper Underflow =  38.99
 Reac Temp = 123.37  Stripper Lev =  66.38  Stripper Underflow =  38.68
 Reac Temp = 123.40  Stripper Lev =  65.36  Stripper Underflow =  36.64
 Reac Temp = 123.41  Stripper Lev =  62.27  Stripper Underflow =  30.44
 Reac Temp = 123.43  Stripper Lev =  64.65  Stripper Underflow =  35.19
 Reac Temp = 123.43  Stripper Lev =  65.31  Stripper Underflow =  36.52
 Reac Temp = 123.47  Stripper Lev =  63.83  Stripper Underflow =  33.55
 Reac Temp = 123.48  Stripper Lev =  64.05  Stripper Underflow =  33.98
 Reac Temp = 123.49  Stripper Lev =  64.57  Stripper Underflow =  35.03
 Reac Temp = 123.51  Stripper Lev =  65.27  Stripper Underflow =  36.44
 Reac Temp = 123.54  Stripper Lev =  64.79  Stripper Underflow =  35.48
 Reac Temp = 123.56  Stripper Lev =  65.03  Stripper Underflow =  35.96
 Reac Temp = 123.58  Stripper Lev =  64.66  Stripper Underflow =  35.21
 Reac Temp = 123.59  Stripper Lev =  65.62  Stripper Underflow =  37.12
 Reac Temp = 123.60  Stripper Lev =  66.59  Stripper Underflow =  39.09
 Reac Temp = 123.65  Stripper Lev =  67.56  Stripper Underflow =  41.04
 Reac Temp = 123.64  Stripper Lev =  64.26  Stripper Underflow =  34.42
 Reac Temp = 123.67  Stripper Lev =  66.67  Stripper Underflow =  39.25
 Reac Temp = 123.67  Stripper Lev =  66.56  Stripper Underflow =  39.05
 Reac Temp = 123.72  Stripper Lev =  65.96  Stripper Underflow =  37.87
 Reac Temp = 123.74  Stripper Lev =  65.68  Stripper Underflow =  37.29
 Reac Temp = 123.76  Stripper Lev =  64.75  Stripper Underflow =  35.45
 Reac Temp = 123.76  Stripper Lev =  68.02  Stripper Underflow =  42.01
 Reac Temp = 123.78  Stripper Lev =  66.58  Stripper Underflow =  39.13
 Reac Temp = 123.81  Stripper Lev =  67.28  Stripper Underflow =  40.54
 Reac Temp = 123.82  Stripper Lev =  67.24  Stripper Underflow =  40.48
 Reac Temp = 123.83  Stripper Lev =  66.35  Stripper Underflow =  38.71
 Reac Temp = 123.87  Stripper Lev =  65.76  Stripper Underflow =  37.54
 Reac Temp = 123.91  Stripper Lev =  64.40  Stripper Underflow =  34.82
 Reac Temp = 123.91  Stripper Lev =  68.45  Stripper Underflow =  42.94
 Reac Temp = 123.93  Stripper Lev =  64.86  Stripper Underflow =  35.76
 Reac Temp = 123.93  Stripper Lev =  65.85  Stripper Underflow =  37.75
 Reac Temp = 123.96  Stripper Lev =  65.40  Stripper Underflow =  36.84
 Reac Temp = 123.98  Stripper Lev =  67.76  Stripper Underflow =  41.57
 Reac Temp = 124.01  Stripper Lev =  67.93  Stripper Underflow =  41.95
 Reac Temp = 124.02  Stripper Lev =  66.21  Stripper Underflow =  38.51
 Reac Temp = 124.04  Stripper Lev =  66.63  Stripper Underflow =  39.35
 Reac Temp = 124.06  Stripper Lev =  65.49  Stripper Underflow =  37.09
 Reac Temp = 124.08  Stripper Lev =  65.89  Stripper Underflow =  37.89
 Reac Temp = 124.11  Stripper Lev =  67.16  Stripper Underflow =  40.44
 Reac Temp = 124.12  Stripper Lev =  66.40  Stripper Underflow =  38.94
 Reac Temp = 124.14  Stripper Lev =  67.00  Stripper Underflow =  40.15
 Reac Temp = 124.16  Stripper Lev =  65.08  Stripper Underflow =  36.32
 Reac Temp = 124.19  Stripper Lev =  65.06  Stripper Underflow =  36.27
 Reac Temp = 124.20  Stripper Lev =  68.09  Stripper Underflow =  42.36
 Reac Temp = 124.22  Stripper Lev =  65.63  Stripper Underflow =  37.43
 Reac Temp = 124.23  Stripper Lev =  64.86  Stripper Underflow =  35.89
 Reac Temp = 124.24  Stripper Lev =  65.25  Stripper Underflow =  36.68
 Reac Temp = 124.29  Stripper Lev =  67.04  Stripper Underflow =  40.27
 Reac Temp = 124.30  Stripper Lev =  67.72  Stripper Underflow =  41.65
 Reac Temp = 124.32  Stripper Lev =  64.56  Stripper Underflow =  35.33
 Reac Temp = 124.34  Stripper Lev =  66.09  Stripper Underflow =  38.39
 Reac Temp = 124.36  Stripper Lev =  67.59  Stripper Underflow =  41.40
 Reac Temp = 124.37  Stripper Lev =  65.63  Stripper Underflow =  37.49
 Reac Temp = 124.39  Stripper Lev =  65.54  Stripper Underflow =  37.31
 Reac Temp = 124.43  Stripper Lev =  65.90  Stripper Underflow =  38.03
 Reac Temp = 124.45  Stripper Lev =  65.07  Stripper Underflow =  36.38
 Reac Temp = 124.46  Stripper Lev =  66.68  Stripper Underflow =  39.62
 Reac Temp = 124.48  Stripper Lev =  68.12  Stripper Underflow =  42.51
 Reac Temp = 124.50  Stripper Lev =  68.03  Stripper Underflow =  42.36
 Reac Temp = 124.52  Stripper Lev =  64.84  Stripper Underflow =  35.98
 Reac Temp = 124.55  Stripper Lev =  68.23  Stripper Underflow =  42.78
 Reac Temp = 124.55  Stripper Lev =  65.65  Stripper Underflow =  37.62
 Reac Temp = 124.58  Stripper Lev =  65.82  Stripper Underflow =  37.97
 Reac Temp = 124.60  Stripper Lev =  66.23  Stripper Underflow =  38.78
 Reac Temp = 124.61  Stripper Lev =  68.61  Stripper Underflow =  43.57
 Reac Temp = 124.65  Stripper Lev =  65.48  Stripper Underflow =  37.32
 Reac Temp = 124.69  Stripper Lev =  66.62  Stripper Underflow =  39.62
 Reac Temp = 124.67  Stripper Lev =  67.58  Stripper Underflow =  41.55
 Reac Temp = 124.71  Stripper Lev =  68.16  Stripper Underflow =  42.74
 Reac Temp = 124.73  Stripper Lev =  66.95  Stripper Underflow =  40.32
 Reac Temp = 124.75  Stripper Lev =  66.77  Stripper Underflow =  39.98
 Reac Temp = 124.75  Stripper Lev =  66.25  Stripper Underflow =  38.93
 Reac Temp = 124.79  Stripper Lev =  66.24  Stripper Underflow =  38.93
 Reac Temp = 124.80  Stripper Lev =  66.39  Stripper Underflow =  39.25
 Reac Temp = 124.82  Stripper Lev =  67.61  Stripper Underflow =  41.70
 Reac Temp = 124.87  Stripper Lev =  68.56  Stripper Underflow =  43.63
 Reac Temp = 124.88  Stripper Lev =  67.19  Stripper Underflow =  40.89
 Reac Temp = 124.92  Stripper Lev =  67.17  Stripper Underflow =  40.88
 Reac Temp = 124.91  Stripper Lev =  67.49  Stripper Underflow =  41.54
 Reac Temp = 124.93  Stripper Lev =  68.88  Stripper Underflow =  44.34
 Reac Temp = 124.95  Stripper Lev =  66.34  Stripper Underflow =  39.25
 Reac Temp = 124.97  Stripper Lev =  66.62  Stripper Underflow =  39.82
 Reac Temp = 125.02  Stripper Lev =  66.75  Stripper Underflow =  40.10
 Reac Temp = 125.01  Stripper Lev =  65.54  Stripper Underflow =  37.68
 Reac Temp = 125.05  Stripper Lev =  68.04  Stripper Underflow =  42.70
 Reac Temp = 125.05  Stripper Lev =  65.07  Stripper Underflow =  36.77
 Reac Temp = 125.09  Stripper Lev =  65.74  Stripper Underflow =  38.11
 Reac Temp = 125.12  Stripper Lev =  68.89  Stripper Underflow =  44.44
 Reac Temp = 125.14  Stripper Lev =  65.65  Stripper Underflow =  37.96
 Reac Temp = 125.14  Stripper Lev =  67.90  Stripper Underflow =  42.49
 Reac Temp = 125.16  Stripper Lev =  65.81  Stripper Underflow =  38.30
 Reac Temp = 125.18  Stripper Lev =  66.28  Stripper Underflow =  39.26
 Reac Temp = 125.20  Stripper Lev =  65.51  Stripper Underflow =  37.71
 Reac Temp = 125.24  Stripper Lev =  66.44  Stripper Underflow =  39.59
 Reac Temp = 125.26  Stripper Lev =  68.29  Stripper Underflow =  43.32
 Reac Temp = 125.27  Stripper Lev =  67.05  Stripper Underflow =  40.85
 Reac Temp = 125.30  Stripper Lev =  66.96  Stripper Underflow =  40.68
 Reac Temp = 125.32  Stripper Lev =  69.03  Stripper Underflow =  44.84
 Reac Temp = 125.35  Stripper Lev =  67.54  Stripper Underflow =  41.88
 Reac Temp = 125.36  Stripper Lev =  67.54  Stripper Underflow =  41.90
 Reac Temp = 125.40  Stripper Lev =  69.33  Stripper Underflow =  45.51
 Reac Temp = 125.41  Stripper Lev =  69.00  Stripper Underflow =  44.87
 Reac Temp = 125.42  Stripper Lev =  67.88  Stripper Underflow =  42.65
 Reac Temp = 125.46  Stripper Lev =  66.07  Stripper Underflow =  39.05
 Reac Temp = 125.48  Stripper Lev =  67.96  Stripper Underflow =  42.85
 Reac Temp = 125.50  Stripper Lev =  69.69  Stripper Underflow =  46.32
 Reac Temp = 125.52  Stripper Lev =  67.64  Stripper Underflow =  42.26
 Reac Temp = 125.55  Stripper Lev =  68.01  Stripper Underflow =  43.01
 Reac Temp = 125.55  Stripper Lev =  66.21  Stripper Underflow =  39.42
 Reac Temp = 125.58  Stripper Lev =  65.45  Stripper Underflow =  37.90
 Reac Temp = 125.61  Stripper Lev =  68.20  Stripper Underflow =  43.42
 Reac Temp = 125.63  Stripper Lev =  68.69  Stripper Underflow =  44.43
 Reac Temp = 125.66  Stripper Lev =  67.42  Stripper Underflow =  41.90
